Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDI_mean,nDI_var,nDI_stdev,nDI_max,nDI_min,nDI_median,nDI_muc,nDI_notempty,cDI_mean,cDI_var,cDI_stdev,cDI_max,cDI_min,cDI_median,cDI_muc,cDI_notempty
708,3224.000000,2255720.000000,1604328.000000,4836.000000,699.665012,497.620347,1.500000,4030.000000,290007.305210,172454.213399,-3950.024813,0.000000,0.000000,0.084614,6.089040,3.620876,-0.082935,0.000000,0.000000,9.794532,22.862389,1.864971,9.794532,4.781463,1.230903,17.000000,20.000000,2.000000,498,700,2,478,683,0,518,713,3,6.802109,  1688.792971,    41.094926,   255.000000,     0.000000,     0.000000, 21930.000000,86,2.863833,    91.268762,     9.553468,   106.000000,     0.000000,     0.000000,  9233.000000,758
709,1572.000000,1096652.000000,1213500.000000,2358.000000,697.615776,771.946564,1.500000,1965.000000,57423.511450,74971.928753,38043.725190,0.000000,0.000000,0.107504,3.141615,4.101681,2.081355,0.000000,0.000000,7.350801,9.332550,0.919577,7.350801,3.054922,0.972439,15.000000,15.000000,2.000000,772,698,2,760,683,0,787,710,3,13.625954,  3291.045233,    57.367632,   255.000000,     0.000000,     0.000000, 21420.000000,84,5.430661,   199.736118,    14.132802,   112.000000,     0.000000,     0.000000,  8537.000000,663
710,2428.000000,1691880.000000,2046056.000000,3642.000000,696.820428,842.691927,1.500000,3035.000000,176765.561779,85445.706754,-16770.319604,0.000000,0.000000,0.093002,5.416674,2.618335,-0.513897,0.000000,0.000000,8.128012,14.665856,1.294460,8.128012,3.829602,1.089840,14.000000,21.000000,2.000000,843,697,2,826,683,0,864,710,3,13.443163,  3248.625940,    56.996718,   255.000000,     0.000000,     0.000000, 32640.000000,128,5.792009,   197.734637,    14.061814,   129.000000,     0.000000,     0.000000, 14063.000000,1146
711,2356.000000,1649628.000000,474636.000000,3534.000000,700.181663,201.458404,1.500000,2945.000000,92832.923599,160550.247877,34327.803056,0.000000,0.000000,0.093940,2.961203,5.121265,1.094995,0.000000,0.000000,8.176409,14.725364,1.311978,8.176409,3.837364,1.094734,16.000000,14.000000,2.000000,201,700,2,187,684,0,215,715,3,9.308149,  2287.907551,    47.832076,   255.000000,     0.000000,     0.000000, 21930.000000,86,5.122665,   198.972207,    14.105750,   159.000000,     0.000000,     0.000000, 12069.000000,1024
712,3508.000000,2461888.000000,910140.000000,5262.000000,701.792474,259.446978,1.500000,4385.000000,269891.137970,247432.921322,-9886.599771,0.000000,0.000000,0.082266,5.063403,4.642066,-0.185481,0.000000,0.000000,9.787736,24.268687,1.930817,9.787736,4.926325,1.245222,18.000000,20.000000,2.000000,259,702,2,241,684,0,279,718,3,11.848631,  2881.832513,    53.682702,   255.000000,     0.000000,     0.000000, 41565.000000,163,4.911630,   168.011578,    12.961928,   172.000000,     0.000000,     0.000000, 17230.000000,1510
713,1400.000000,976924.000000,402136.000000,2100.000000,697.802857,287.239999,1.500000,1750.000000,34639.359999,49629.588571,11046.239999,0.000000,0.000000,0.111737,2.211731,3.168861,0.705305,0.000000,0.000000,5.492331,7.112433,0.727550,5.492331,2.666914,0.899402,13.000000,11.000000,2.000000,287,698,2,278,685,0,298,709,3,6.375000,  1586.117315,    39.826088,   255.000000,     0.000000,     0.000000,  8925.000000,35,3.841428,    92.359397,     9.610379,    67.000000,     0.000000,     0.000000,  5378.000000,438
714,3316.000000,2321724.000000,1285940.000000,4974.000000,700.158021,387.798552,1.500000,4145.000000,287149.433051,178257.196622,22069.558504,0.000000,0.000000,0.083824,5.807046,3.604909,0.446314,0.000000,0.000000,9.495780,21.523633,1.738077,9.495780,4.639356,1.202328,15.000000,22.000000,2.000000,388,700,2,366,685,0,406,715,3,2.076296,   525.303075,    22.919491,   255.000000,     0.000000,     0.000000,  6885.000000,27,4.649879,   216.818253,    14.724749,   212.000000,     0.000000,     0.000000, 15419.000000,992
715,1940.000000,1363800.000000,1105656.000000,2910.000000,702.989690,569.925773,1.500000,2425.000000,80213.311340,133643.793814,-64001.484536,0.000000,0.000000,0.100225,3.315208,5.523484,-2.645174,0.000000,0.000000,8.938917,12.200409,1.134000,8.938917,3.492908,1.042808,18.000000,16.000000,2.000000,570,703,2,558,686,0,586,721,3,4.206185,  1055.429358,    32.487372,   255.000000,     0.000000,     0.000000,  8160.000000,32,3.569587,   142.927078,    11.955211,   113.000000,     0.000000,     0.000000,  6925.000000,534
716,2504.000000,1771320.000000,2505332.000000,3756.000000,707.396166,1000.531948,1.500000,3130.000000,82287.444089,225375.003194,27684.306709,0.000000,0.000000,0.092051,2.420032,6.628165,0.814181,0.000000,0.000000,9.140248,16.210383,1.415523,9.140248,4.026212,1.122808,21.000000,14.000000,2.000000,1001,707,2,987,686,0,1012,728,3,3.462460,   871.286644,    29.517565,   255.000000,     0.000000,     0.000000,  8670.000000,34,2.057507,    43.664290,     6.607896,    75.000000,     0.000000,     0.000000,  5152.000000,684
717,480.000000,333396.000000,84016.000000,720.000000,694.574999,175.033333,1.500000,600.000000,8623.466666,4957.299999,3046.799999,0.000000,0.000000,0.159647,2.294529,1.319036,0.810691,0.000000,0.000000,3.773213,2.946245,0.378261,3.773213,1.716463,0.723209,7.000000,9.000000,2.000000,175,695,2,166,688,0,184,702,3,7.968750,  1972.639939,    44.414411,   255.000000,     0.000000,     0.000000,  3825.000000,15,4.229166,   204.298103,    14.293288,   150.000000,     0.000000,     0.000000,  2030.000000,135
718,4684.000000,3300728.000000,4509020.000000,7026.000000,704.681468,962.643040,1.500000,5855.000000,886051.163108,341056.751494,268199.415883,0.000000,0.000000,0.074708,11.305843,4.351818,3.422173,0.000000,0.000000,15.732370,38.659474,2.800806,15.732370,6.217674,1.409595,20.000000,28.000000,2.000000,963,705,2,938,688,0,991,725,3,4.028608,  1011.281265,    31.800648,   255.000000,     0.000000,     0.000000, 18870.000000,74,2.926131,    99.224095,     9.961129,   172.000000,     0.000000,     0.000000, 13706.000000,1450
719,3136.000000,2210376.000000,2335928.000000,4704.000000,704.839285,744.875000,1.500000,3920.000000,218623.000000,213694.999999,-36399.000000,0.000000,0.000000,0.085398,4.762786,4.655428,-0.792966,0.000000,0.000000,9.503613,22.348317,1.839831,9.503613,4.727400,1.225347,18.000000,19.000000,2.000000,745,705,2,731,689,0,764,723,3,7.643494,  1891.271268,    43.488748,   255.000000,     0.000000,     0.000000, 23970.000000,94,4.962053,   171.946565,    13.112839,   154.000000,     0.000000,     0.000000, 15561.000000,1213
720,3276.000000,2316472.000000,3010552.000000,4914.000000,707.103785,918.971916,1.500000,4095.000000,217849.416361,250960.713064,-66738.451770,0.000000,0.000000,0.084164,4.477454,5.157990,-1.371674,0.000000,0.000000,9.719609,22.024142,1.785395,9.719609,4.692988,1.213141,21.000000,17.000000,2.000000,919,707,2,903,690,0,936,728,3,13.699633,  3306.736012,    57.504226,   255.000000,     0.000000,     0.000000, 44880.000000,176,5.388888,   206.699406,    14.377044,   154.000000,     0.000000,     0.000000, 17654.000000,1146
721,1560.000000,1094764.000000,947016.000000,2340.000000,701.771794,607.061538,1.500000,1950.000000,55474.092307,45458.758974,-3270.092307,0.000000,0.000000,0.107779,3.066131,2.512569,-0.180742,0.000000,0.000000,5.686480,8.272468,0.826796,5.686480,2.876189,0.938568,11.000000,13.000000,2.000000,607,702,2,595,691,0,620,712,3,5.884615,  1466.888538,    38.299980,   255.000000,     0.000000,     0.000000,  9180.000000,36,2.196153,    41.581768,     6.448392,    71.000000,     0.000000,     0.000000,  3426.000000,465
722,4884.000000,3517996.000000,4352136.000000,7326.000000,720.310401,891.100737,1.500000,6105.000000,402482.437346,989821.431613,395795.282555,0.000000,0.000000,0.073674,4.857126,11.945086,4.776426,0.000000,0.000000,16.875887,36.442445,2.593683,16.875887,6.036757,1.373954,29.000000,21.000000,2.000000,891,720,2,870,691,0,910,747,3,6.526412,  1621.973293,    40.273729,   255.000000,     0.000000,     0.000000, 31875.000000,125,4.101556,   138.074058,    11.750491,   135.000000,     0.000000,     0.000000, 20032.000000,1713
723,2696.000000,1912760.000000,1777012.000000,4044.000000,709.480712,659.129080,1.500000,3370.000000,136967.080118,168832.997032,16660.712166,0.000000,0.000000,0.089812,3.650253,4.499498,0.444017,0.000000,0.000000,8.239564,16.959108,1.457401,8.239564,4.118143,1.133773,17.000000,18.000000,2.000000,659,709,2,646,692,0,677,725,3,7.755934,  1918.320372,    43.798634,   255.000000,     0.000000,     0.000000, 20910.000000,82,4.090875,   116.012146,    10.770893,    94.000000,     0.000000,     0.000000, 11029.000000,828
724,3208.000000,2279996.000000,2614016.000000,4812.000000,710.721945,814.842892,1.500000,4010.000000,151640.817955,308027.975062,39007.860349,0.000000,0.000000,0.084754,3.205065,6.510450,0.824466,0.000000,0.000000,9.800271,21.010115,1.710921,9.800271,4.583679,1.196033,21.000000,17.000000,2.000000,815,711,2,798,692,0,829,732,3,13.751558,  3318.576548,    57.607087,   255.000000,     0.000000,     0.000000, 44115.000000,173,3.915523,   112.297507,    10.597051,   117.000000,     0.000000,     0.000000, 12561.000000,1028
725,1108.000000,780328.000000,362456.000000,1662.000000,704.267148,327.126353,1.500000,1385.000000,33882.310469,20008.924187,-1417.400722,0.000000,0.000000,0.120799,2.955198,1.745168,-0.123624,0.000000,0.000000,4.821166,5.709836,0.621153,4.821166,2.389526,0.853230,10.000000,13.000000,2.000000,327,704,2,314,694,0,339,714,3,7.824909,  1935.869948,    43.998522,   255.000000,     0.000000,     0.000000,  8670.000000,34,2.122743,    36.227016,     6.018888,    44.000000,     0.000000,     0.000000,  2352.000000,371
726,4692.000000,3364920.000000,1687124.000000,7038.000000,717.161125,359.574595,1.500000,5865.000000,858946.891730,326762.189258,135489.606138,0.000000,0.000000,0.074666,10.935088,4.159946,1.724892,0.000000,0.000000,15.169701,43.641224,3.174368,15.169701,6.606150,1.469667,21.000000,28.000000,2.000000,360,717,2,332,696,0,386,734,3,5.217391,  1303.491422,    36.103897,   255.000000,     0.000000,     0.000000, 24480.000000,96,3.245737,    97.093085,     9.853582,   112.000000,     0.000000,     0.000000, 15229.000000,1443
727,3352.000000,2401908.000000,2875936.000000,5028.000000,716.559665,857.976133,1.500000,4190.000000,323926.090692,225474.066825,-47971.226730,0.000000,0.000000,0.083523,6.457145,4.494602,-0.956258,0.000000,0.000000,11.035271,29.022597,2.347667,11.035271,5.387262,1.329062,21.000000,25.000000,2.000000,858,717,2,833,696,0,875,732,3,6.542362,  1625.985074,    40.323505,   255.000000,     0.000000,     0.000000, 21930.000000,86,4.784606,   190.711574,    13.809836,   134.000000,     0.000000,     0.000000, 16038.000000,1202
728,1320.000000,940256.000000,771488.000000,1980.000000,712.315151,584.460606,1.500000,1650.000000,33799.951515,49068.896969,-17427.612121,0.000000,0.000000,0.113951,2.334268,3.388761,-1.203573,0.000000,0.000000,5.836981,7.113837,0.736317,5.836981,2.667177,0.903001,15.000000,12.000000,2.000000,584,712,2,573,697,0,596,725,3,14.295454,  3443.589668,    58.682106,   255.000000,     0.000000,     0.000000, 18870.000000,74,2.980303,    62.892712,     7.930492,    62.000000,     0.000000,     0.000000,  3934.000000,433
729,3168.000000,2273772.000000,2177500.000000,4752.000000,717.731060,687.342171,1.500000,3960.000000,245681.085858,329230.863636,-193712.469696,0.000000,0.000000,0.085110,5.280294,7.075986,-4.163360,0.000000,0.000000,12.441391,21.081367,1.704733,12.441391,4.591445,1.194589,21.000000,19.000000,2.000000,687,718,2,668,697,0,706,738,3,10.785984,  2634.920397,    51.331475,   255.000000,     0.000000,     0.000000, 34170.000000,134,3.545770,    75.739615,     8.702851,    79.000000,     0.000000,     0.000000, 11233.000000,966
730,988.000000,701016.000000,445356.000000,1482.000000,709.530364,450.765182,1.500000,1235.000000,15281.522267,36414.089068,-7416.955465,0.000000,0.000000,0.125504,1.552949,3.700498,-0.753731,0.000000,0.000000,5.378951,5.837905,0.649932,5.378951,2.416175,0.866209,14.000000,11.000000,2.000000,451,710,2,444,698,0,462,724,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.015182,    12.955189,     3.599331,    53.000000,     0.000000,     0.000000,  1003.000000,198
731,2624.000000,1869332.000000,1412244.000000,3936.000000,712.397865,538.202743,1.500000,3280.000000,193248.140243,102564.628048,-14739.664634,0.000000,0.000000,0.090626,5.339454,2.833865,-0.407257,0.000000,0.000000,8.263946,15.706154,1.356265,8.263946,3.963099,1.106916,14.000000,17.000000,2.000000,538,712,2,521,699,0,555,726,3,8.843368,  2177.683806,    46.665659,   255.000000,     0.000000,     0.000000, 23205.000000,91,2.305259,    51.647917,     7.186648,   105.000000,     0.000000,     0.000000,  6049.000000,608
732,1024.000000,730136.000000,190356.000000,1536.000000,713.023437,185.894531,1.500000,1280.000000,17328.609375,37127.437500,13362.531250,0.000000,0.000000,0.124015,1.678921,3.597176,1.294659,0.000000,0.000000,5.400113,5.017553,0.541109,5.400113,2.239989,0.814882,12.000000,8.000000,2.000000,186,713,2,178,701,0,194,724,3,12.202148,  2965.551471,    54.456877,   255.000000,     0.000000,     0.000000, 12495.000000,49,4.311523,   131.778713,    11.479490,    85.000000,     0.000000,     0.000000,  4415.000000,419
733,1384.000000,989412.000000,322664.000000,2076.000000,714.893063,233.138728,1.500000,1730.000000,39189.364161,48220.173410,-17327.468208,0.000000,0.000000,0.112166,2.540895,3.126419,-1.123449,0.000000,0.000000,5.779482,7.317451,0.749472,5.779482,2.705078,0.908347,14.000000,12.000000,2.000000,233,715,2,221,701,0,244,726,3,15.845375,  3792.234931,    61.581124,   255.000000,     0.000000,     0.000000, 21930.000000,86,6.080202,   231.249528,    15.206890,   125.000000,     0.000000,     0.000000,  8415.000000,598
734,1336.000000,950372.000000,578380.000000,2004.000000,711.356287,432.919161,1.500000,1670.000000,36275.269461,42978.407185,-1825.520958,0.000000,0.000000,0.113494,2.465293,2.920844,-0.124063,0.000000,0.000000,5.499632,7.796643,0.815496,5.499632,2.792247,0.934273,12.000000,13.000000,2.000000,433,711,2,420,701,0,443,723,3,6.489520,  1613.921987,    40.173647,   255.000000,     0.000000,     0.000000,  8670.000000,34,2.702844,    79.456950,     8.913862,    92.000000,     0.000000,     0.000000,  3611.000000,369
735,1792.000000,1278380.000000,1286052.000000,2688.000000,713.381696,717.662946,1.500000,2240.000000,71320.419642,66022.919642,6998.544642,0.000000,0.000000,0.102911,3.276648,3.033267,0.321531,0.000000,0.000000,6.412827,10.484932,1.012193,6.412827,3.238044,1.004048,14.000000,15.000000,2.000000,718,713,2,703,702,0,728,727,3,10.387834,  2542.409522,    50.422311,   255.000000,     0.000000,     0.000000, 18615.000000,73,5.639508,   184.231782,    13.573200,   146.000000,     0.000000,     0.000000, 10106.000000,694
736,4824.000000,3484448.000000,1452428.000000,7236.000000,722.315091,301.083747,1.500000,6030.000000,857826.165837,294113.061359,34144.703150,0.000000,0.000000,0.073978,10.524211,3.608316,0.418903,0.000000,0.000000,14.206506,38.844709,2.796341,14.206506,6.232552,1.408845,20.000000,28.000000,2.000000,301,722,2,274,704,0,329,742,3,9.726368,  2386.116277,    48.847889,   255.000000,     0.000000,     0.000000, 46920.000000,184,4.035033,   102.708081,    10.134499,    89.000000,     0.000000,     0.000000, 19465.000000,1728
737,4484.000000,3239224.000000,3488356.000000,6726.000000,722.396074,777.956289,1.500000,5605.000000,971643.432649,215520.570918,-62774.369313,0.000000,0.000000,0.075803,13.140728,2.914749,-0.848974,0.000000,0.000000,16.131281,38.798233,2.848777,16.131281,6.228822,1.417597,17.000000,33.000000,2.000000,778,722,2,745,705,0,801,736,3,10.520740,  2572.676571,    50.721559,   255.000000,     0.000000,     0.000000, 47175.000000,185,4.821364,   163.490946,    12.786357,   111.000000,     0.000000,     0.000000, 21619.000000,1607
738,1816.000000,1304964.000000,850628.000000,2724.000000,718.592511,468.407488,1.500000,2270.000000,81406.458149,59446.458149,-12794.458149,0.000000,0.000000,0.102456,3.674270,2.683108,-0.577476,0.000000,0.000000,6.459834,10.176337,0.975893,6.459834,3.190037,0.991899,13.000000,15.000000,2.000000,468,719,2,453,706,0,482,729,3,3.650881,   918.151327,    30.301011,   255.000000,     0.000000,     0.000000,  6630.000000,26,2.775881,    99.702360,     9.985106,   125.000000,     0.000000,     0.000000,  5041.000000,470
739,5004.000000,3661628.000000,2524808.000000,7506.000000,731.740207,504.557953,1.500000,6255.000000,653482.193445,487138.270183,142905.339728,0.000000,0.000000,0.073080,7.635028,5.691531,1.669649,0.000000,0.000000,13.399641,41.641199,2.972003,13.399641,6.452999,1.437749,24.000000,25.000000,2.000000,505,732,2,480,711,0,525,756,3,4.943045,  1236.289979,    35.160915,   255.000000,     0.000000,     0.000000, 24735.000000,97,2.545963,    71.331286,     8.445785,    98.000000,     0.000000,     0.000000, 12740.000000,1247
740,2380.000000,1724532.000000,964224.000000,3570.000000,724.593277,405.136134,1.500000,2975.000000,159975.892436,83966.292436,-14508.221848,0.000000,0.000000,0.093623,5.034448,2.642423,-0.456574,0.000000,0.000000,7.770495,13.813418,1.225968,7.770495,3.716640,1.070269,13.000000,17.000000,2.000000,405,725,2,388,712,0,420,736,3,3.535714,   889.479598,    29.824144,   255.000000,     0.000000,     0.000000,  8415.000000,33,2.333613,    47.293447,     6.877023,    58.000000,     0.000000,     0.000000,  5554.000000,668
741,2044.000000,1488928.000000,1295404.000000,3066.000000,728.438356,633.759295,1.500000,2555.000000,97117.573385,94663.232876,-35572.328767,0.000000,0.000000,0.098495,3.743891,3.649276,-1.371316,0.000000,0.000000,7.491664,12.510182,1.160472,7.491664,3.536973,1.050860,15.000000,14.000000,2.000000,634,728,2,620,713,0,648,742,3,10.853718,  2651.192002,    51.489727,   255.000000,     0.000000,     0.000000, 22185.000000,87,3.126712,    91.581097,     9.569801,   116.000000,     0.000000,     0.000000,  6391.000000,587
742,2076.000000,1514760.000000,1931996.000000,3114.000000,729.653179,930.633911,1.500000,2595.000000,112721.772639,93310.289017,-42027.583815,0.000000,0.000000,0.097986,4.256356,3.523382,-1.586955,0.000000,0.000000,7.877725,13.240655,1.222712,7.877725,3.638771,1.069321,16.000000,18.000000,2.000000,931,730,2,913,714,0,946,742,3,7.738439,  1914.340709,    43.753179,   255.000000,     0.000000,     0.000000, 16065.000000,63,3.118015,    99.282933,     9.964082,   143.000000,     0.000000,     0.000000,  6473.000000,706
743,3044.000000,2220324.000000,1841120.000000,4566.000000,729.409986,604.835742,1.500000,3805.000000,201225.871222,197720.336399,15864.993429,0.000000,0.000000,0.086250,4.561324,4.481861,0.359622,0.000000,0.000000,9.129436,21.093877,1.752084,9.129436,4.592807,1.205549,18.000000,20.000000,2.000000,605,729,2,585,715,0,620,747,3,6.450394,  1603.769802,    40.047094,   255.000000,     0.000000,     0.000000, 19635.000000,77,3.378777,   117.700384,    10.848980,   162.000000,     0.000000,     0.000000, 10285.000000,839
744,3172.000000,2330900.000000,3036352.000000,4758.000000,734.836065,957.235813,1.500000,3965.000000,167707.611601,297762.754098,-5897.377049,0.000000,0.000000,0.085074,3.598392,6.388900,-0.126536,0.000000,0.000000,10.072367,23.823424,1.954479,10.072367,4.880924,1.250288,21.000000,16.000000,2.000000,957,735,2,941,716,0,972,756,3,8.682219,  2139.259437,    46.252129,   255.000000,     0.000000,     0.000000, 27540.000000,108,4.664249,   180.954092,    13.451917,   200.000000,     0.000000,     0.000000, 14795.000000,1389
745,2036.000000,1486320.000000,424256.000000,3054.000000,730.019646,208.377210,1.500000,2545.000000,93566.302554,76943.214145,-43.088408,0.000000,0.000000,0.098624,3.625899,2.981718,-0.001669,0.000000,0.000000,6.706242,11.463080,1.066267,6.706242,3.385717,1.021618,13.000000,17.000000,2.000000,208,730,2,195,719,0,225,743,3,7.890471,  1950.768832,    44.167508,   255.000000,     0.000000,     0.000000, 16065.000000,63,3.714145,   109.844536,    10.480674,   100.000000,     0.000000,     0.000000,  7562.000000,654
746,3272.000000,2422964.000000,814104.000000,4908.000000,740.514669,248.809290,1.500000,4090.000000,124160.997554,394913.295843,-5906.845965,0.000000,0.000000,0.084198,2.556038,8.129878,-0.121601,0.000000,0.000000,10.770115,21.665238,1.748428,10.770115,4.654593,1.204710,21.000000,13.000000,2.000000,249,741,2,237,720,0,262,762,3,13.404645,  3239.490140,    56.916519,   255.000000,     0.000000,     0.000000, 43860.000000,172,5.842603,   253.234466,    15.913342,   154.000000,     0.000000,     0.000000, 19117.000000,1279
747,3248.000000,2414076.000000,904992.000000,4872.000000,743.250000,278.630541,1.500000,4060.000000,260500.650246,316449.000000,187727.999999,0.000000,0.000000,0.084405,5.415693,6.578835,3.902782,0.000000,0.000000,12.078935,21.409654,1.721642,12.078935,4.627056,1.198526,22.000000,18.000000,2.000000,279,743,2,261,722,0,297,765,3,8.871613,  2184.228353,    46.735728,   255.000000,     0.000000,     0.000000, 28815.000000,113,3.809113,   113.002048,    10.630242,   111.000000,     0.000000,     0.000000, 12372.000000,1123
748,1160.000000,851152.000000,498520.000000,1740.000000,733.751724,429.758620,1.500000,1450.000000,26988.413793,42784.496551,-7965.517241,0.000000,0.000000,0.118966,2.214284,3.510285,-0.653536,0.000000,0.000000,5.843536,8.026690,0.873886,5.843536,2.833141,0.956059,15.000000,13.000000,2.000000,430,734,2,420,722,0,443,749,3,0.659482,   167.877908,    12.956770,   255.000000,     0.000000,     0.000000,   765.000000,3,0.782758,     6.560185,     2.561285,    27.000000,     0.000000,     0.000000,   908.000000,272
749,4040.000000,2987568.000000,2281064.000000,6060.000000,739.497029,564.619801,1.500000,5050.000000,338152.015841,324713.964356,30271.437623,0.000000,0.000000,0.078484,5.255372,5.046525,0.470462,0.000000,0.000000,10.380382,27.108574,2.064140,10.380382,5.206589,1.273248,19.000000,18.000000,2.000000,565,739,2,547,722,0,583,758,3,8.205445,  2025.560653,    45.006229,   255.000000,     0.000000,     0.000000, 33150.000000,130,2.779702,   113.088867,    10.634324,   209.000000,     0.000000,     0.000000, 11230.000000,1140
750,2280.000000,1679232.000000,1602268.000000,3420.000000,736.505263,702.749122,1.500000,2850.000000,144084.498245,92329.936842,-40774.989473,0.000000,0.000000,0.094972,4.801432,3.076777,-1.358774,0.000000,0.000000,7.973182,13.674883,1.227679,7.973182,3.697956,1.070767,15.000000,19.000000,2.000000,703,737,2,684,722,0,721,749,3,6.375000,  1585.679848,    39.820595,   255.000000,     0.000000,     0.000000, 14535.000000,57,2.947368,    62.575552,     7.910471,    69.000000,     0.000000,     0.000000,  6720.000000,630
751,1964.000000,1445540.000000,1645108.000000,2946.000000,736.018329,837.631364,1.500000,2455.000000,87129.107942,82163.340122,29061.270875,0.000000,0.000000,0.099815,3.542484,3.340586,1.181569,0.000000,0.000000,6.982886,11.124905,1.041856,6.982886,3.335401,1.013762,14.000000,15.000000,2.000000,838,736,2,824,722,0,853,750,3,10.257128,  2511.637875,    50.116243,   255.000000,     0.000000,     0.000000, 20145.000000,79,8.200101,   525.510117,    22.924007,   189.000000,     0.000000,     0.000000, 16105.000000,865
752,3204.000000,2379072.000000,3159872.000000,4806.000000,742.531835,986.227215,1.500000,4005.000000,162898.586766,278597.752808,19808.823970,0.000000,0.000000,0.084790,3.448741,5.898219,0.419374,0.000000,0.000000,9.431751,20.958090,1.709842,9.431751,4.578000,1.195782,22.000000,16.000000,2.000000,986,743,2,970,724,0,1001,765,3,4.138576,  1038.533397,    32.226284,   255.000000,     0.000000,     0.000000, 13260.000000,52,1.994069,    40.376174,     6.354224,    80.000000,     0.000000,     0.000000,  6389.000000,969
753,1088.000000,799800.000000,1099700.000000,1632.000000,735.110294,1010.753676,1.500000,1360.000000,21553.985294,31474.764705,7513.558823,0.000000,0.000000,0.121534,1.926145,2.812703,0.671439,0.000000,0.000000,4.860383,5.542779,0.603644,4.860383,2.354310,0.845136,12.000000,11.000000,2.000000,1011,735,2,1000,724,0,1018,747,3,5.156250,  1289.441984,    35.908800,   255.000000,     0.000000,     0.000000,  5610.000000,22,3.784926,   152.086175,    12.332322,   121.000000,     0.000000,     0.000000,  4118.000000,308
754,1500.000000,1107984.000000,802520.000000,2250.000000,738.655999,535.013333,1.500000,1875.000000,42323.733333,64746.495999,-15165.119999,0.000000,0.000000,0.109197,2.464879,3.770751,-0.883196,0.000000,0.000000,6.344828,9.195325,0.929752,6.344828,3.032379,0.976013,17.000000,11.000000,2.000000,535,739,2,524,726,0,546,756,3,6.289999,  1565.429519,    39.565509,   255.000000,     0.000000,     0.000000,  9435.000000,37,2.832666,   105.845896,    10.288143,   115.000000,     0.000000,     0.000000,  4249.000000,304
755,1756.000000,1294652.000000,1294472.000000,2634.000000,737.273348,737.170842,1.500000,2195.000000,74632.747152,56372.792710,18205.995444,0.000000,0.000000,0.103610,3.522871,2.660950,0.859373,0.000000,0.000000,6.287432,9.276370,0.894741,6.287432,3.045713,0.963605,13.000000,14.000000,2.000000,737,737,2,723,726,0,749,750,3,4.937357,  1235.352199,    35.147577,   255.000000,     0.000000,     0.000000,  8670.000000,34,3.592255,   127.947609,    11.311392,   128.000000,     0.000000,     0.000000,  6308.000000,554
756,236.000000,175032.000000,46784.000000,354.000000,741.661016,198.237288,1.500000,295.000000,9922.711864,17900.881355,12922.983050,0.000000,0.000000,0.202273,6.803740,12.274158,8.860946,0.000000,0.000000,19.280172,8.852773,1.010117,19.280172,2.975361,1.003361,15.000000,11.000000,2.000000,198,742,2,187,727,0,206,754,3,11.885593,  2901.854940,    53.868868,   255.000000,     0.000000,     0.000000,  2805.000000,11,4.296610,    79.801009,     8.933141,    51.000000,     0.000000,     1.000000,  1014.000000,126
757,4.000000,2908.000000,2656.000000,6.000000,727.000000,664.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.787450,0.000000,-0.000000,0.000000,0.000000,2.000000,664,727,2,664,727,0,664,727,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.750000,    56.250000,     7.500000,    15.000000,     0.000000,     0.000000,    15.000000,1
758,1924.000000,1425156.000000,861904.000000,2886.000000,740.725571,447.975051,1.500000,2405.000000,93790.802494,86991.101871,-47817.172557,0.000000,0.000000,0.100502,3.919405,3.635253,-1.998222,0.000000,0.000000,7.655161,11.014399,1.030662,7.655161,3.318794,1.010118,13.000000,17.000000,2.000000,448,741,2,434,728,0,465,754,3,2.385654,   602.964037,    24.555326,   255.000000,     0.000000,     0.000000,  4590.000000,18,1.342515,    23.195674,     4.816188,    57.000000,     0.000000,     0.000000,  2583.000000,404
759,1148.000000,847644.000000,748132.000000,1722.000000,738.365853,651.682926,1.500000,1435.000000,32584.585365,29602.341463,-15330.829268,0.000000,0.000000,0.119379,2.710751,2.462654,-1.275390,0.000000,0.000000,5.292785,5.666622,0.602749,5.292785,2.380466,0.844719,12.000000,12.000000,2.000000,652,738,2,640,728,0,662,750,3,0.444250,   113.185206,    10.638853,   255.000000,     0.000000,     0.000000,   510.000000,2,2.506968,    62.879637,     7.929668,    82.000000,     0.000000,     0.000000,  2878.000000,267
